Expt'l Mr (Da)	I	RT
18562.4618	1243	34
48116.2012	1242	25.5
12017.3725	1240	30.5
33666.6008	1239	25
35994.9542	1239	27.5
12005.3728	1239	31
14181.5509	1234	42.5
21471.9303	1233	33.5
26765.5581	1232	33
46795.2462	1230	37.5
21471.4312	1228	33.5
40315.8788	1228	36.5
12005.8943	1224	30.5
39760.7509	1222	25
21914.8764	1221	22.5
7254.3735	1219	23
23982.7593	1218	36
38904.9796	1216	35.5
17304.6556	1212	24.5
17763.0911	1212	28
47999.1149	1211	24.5
25103.1603	1211	25.5
24629.9793	1209	43.5
35606.1448	1205	29
23231.8807	1204	30.5
7254.7033	1202	23
23460.1487	1201	19.5
23290.4162	1201	31
21215.602	1196	22.5
34658.3011	1195	25
10374.951	1194	23.5
42080.9475	1192	40.5
10028.338	1191	36.5
32597.7933	1190	26
17763.5919	1190	28
20779.1411	1189	21
24259.301	1188	26
40301.7934	1185	34
35938.3161	1185	35
43102.8094	1184	33.5
33078.1787	1182	41.5
34305.3223	1179	27
23336.511	1178	31
32761.6823	1177	32.5
41812.8149	1177	45.5
31523.9099	1176	35.5
12022.3714	1173	31
21601.9636	1171	34.5
23425.173	1170	19.5
40402.8029	1169	34
6015.6957	1168	31
6920.7606	1167	20.5
35526.1733	1167	29
42941.9981	1167	36
10416.2792	1163	23
25902.9704	1157	44
35922.3549	1156	35.5
27579.5336	1156	39
20907.9223	1156	41
15445.8937	1154	28
23333.6352	1154	30.5
17310.159	1152	24.5
33661.7453	1152	24.5
23264.4932	1152	30.5
20227.9213	1150	35
21905.8614	1149	23
11298.3821	1149	31.5
12192.8916	1142	25
40561.7366	1142	34.5
12183.2026	1139	25.5
22173.2584	1138	29.5
32676.7682	1138	33.5
23473.3479	1135	26.5
30048.7977	1135	37
26287.2445	1134	27.5
9402.1857	1131	11
32244.7717	1130	42
31093.7313	1129	35.5
17640.0136	1128	14
22404.4863	1128	24
8705.6907	1124	21.5
33817.7582	1124	24.5
41906.7915	1124	40.5
24297.7861	1123	24.5
25462.165	1123	41
40437.8133	1120	35
16078.5704	1119	16.5
29431.9132	1115	34
23406.6241	1115	37.5
20232.9048	1113	34.5
12182.7012	1111	25.5
47452.429	1110	36.5
30951.7276	1108	27.5
23407.1154	1108	37.5
12005.8825	1107	31
12044.8569	1106	30.5
16593.9429	1106	34.5
35910.2193	1104	30
25904.4536	1104	44
20919.8921	1101	41
23749.1981	1100	34.5
35686.1193	1099	29
15648.6247	1098	20
10937.9722	1094	22.5
21778.9903	1094	23.5
23965.7543	1091	30
13780.5203	1091	32.5
33203.8434	1091	34
33228.8592	1090	34.5
23396.1646	1089	19.5
7788.9401	1089	21.5
16376.8339	1089	32
6906.4464	1086	20.5
23318.2402	1084	30.5
35946.9871	1083	27.5
7968.6254	1083	30.5
30006.9424	1082	28.5
6016.2186	1082	31
15445.3959	1081	28
44112.8147	1081	37.5
9510.8582	1080	18
23347.2453	1080	31
28195.8542	1080	42
12045.3645	1079	31
9217.2747	1077	43.5
17763.0911	1075	28.5
37478.7382	1074	27.5
17949.6781	1070	35
20916.4218	1069	41
10910.2358	1068	31.5
30696.8747	1067	29.5
32864.2194	1064	30
12192.394	1062	25
36112.9267	1062	28.5
7994.591	1062	31.5
25873.2894	1061	25.5
9212.0127	1059	19
17950.1816	1059	35
46813.0903	1059	38.5
18706.3614	1057	37.5
47208.3038	1057	37.5
41436.445	1056	37.5
30003.0079	1055	30.5
48768.6202	1054	25
29838.677	1053	30
10416.7834	1051	23
41475.4525	1051	38
19010.2293	1050	21
36006.9205	1049	28.5
12192.909	1046	24.5
16132.1701	1044	20.5
29232.2934	1044	34
24189.6896	1040	30.5
17624.0248	1037	14
49453.9546	1036	36
29776.7375	1033	30
35412.1445	1033	33.5
49225.9685	1033	43
25358.515	1030	41
32650.7782	1027	32.5
17188.7093	1026	36
25923.2892	1025	24.5
35914.9761	1024	27.5
40220.8195	1024	34
17040.9046	1023	34
21633.9013	1020	22
23351.1689	1019	30.5
23903.8004	1019	33
40202.9446	1019	33.5
8628.4974	1018	25.5
20188.4382	1018	31
10937.4698	1016	22.5
33799.2995	1016	30
9212.5204	1014	19
35932.0163	1011	29.5
10609.1379	1009	22.5
38747.1332	1006	27
43671.1597	1003	37.5
6738.4775	1003	39.5
9345.1938	1000	38
