Expt'l Mr (Da)	I	RT
36025.8521	1856	29
22679.455	1855	33
10602.4948	1851	12
17595.1204	1851	26
12572.6546	1845	18.5
9522.0509	1841	11
17077.8741	1837	33.5
11439.333	1836	31
8278.0895	1834	23.5
12337.1782	1831	23.5
22461.8455	1829	21
12311.0755	1828	13
12475.5732	1828	22.5
20925.3445	1817	36
12269.2438	1816	25
28415.4488	1815	32
16365.8418	1814	31.5
9375.1652	1814	38
11306.9439	1811	26
13372.965	1809	25.5
23533.9387	1807	37
12343.7776	1805	15
17166.9517	1804	33.5
24022.7176	1803	31
20806.8546	1798	22
17911.8364	1786	32.5
17204.7026	1786	35.5
15835.8407	1785	26.5
10606.2899	1784	27.5
33096.1944	1783	42
28029.6372	1779	37
21860.8994	1777	22.5
11622.8175	1776	33
11590.1315	1772	20
10925.3891	1771	32.5
8143.6412	1758	20.5
11068.6162	1756	17.5
21841.9189	1756	22.5
18999.4819	1752	38
16365.3346	1749	31.5
11299.3703	1746	32.5
14100.8094	1745	31
11848.0303	1744	12.5
19981.9956	1741	33.5
43657.7851	1741	34.5
13455.9238	1740	27.5
27713.4969	1740	37
15393.7365	1738	27
13216.4022	1737	20.5
12913.167	1737	26
8152.5047	1737	27
18688.3456	1737	45
5782.035	1727	17.5
9510.8419	1727	19.5
8590.5917	1726	27.5
11333.6876	1726	38
30890.7489	1725	29
42942.8746	1725	34
20908.4188	1723	40.5
11730.4267	1721	22.5
32951.5407	1720	31
13953.7763	1718	31.5
20401.2946	1717	34.5
22015.802	1717	35
19753.0292	1717	37
30990.7048	1713	27.5
16598.549	1713	35.5
18848.2616	1713	38
8429.5843	1711	11
28788.2648	1709	34
6154.2881	1706	11
25842.304	1706	24.5
14783.0072	1705	24.5
12326.2128	1704	24.5
32885.6408	1702	33
12322.1778	1700	23.5
20907.9149	1700	40.5
15133.0111	1699	31
9165.4804	1695	21.5
11416.3376	1694	31
21909.8945	1693	33.5
22000.7858	1693	34.5
21908.8495	1693	35.5
32762.6455	1691	31.5
15229.3339	1690	22.5
12293.1939	1689	24
10535.2537	1689	26.5
21982.9035	1689	35.5
35606.1269	1687	28
13779.5179	1683	33.5
20881.7932	1681	22
21860.9067	1673	33.5
32728.6705	1671	34.5
11435.345	1669	31.5
9165.9782	1664	21.5
41691.7253	1661	39.5
10927.4577	1659	35
18709.3428	1654	39.5
8347.5005	1646	28
25935.2707	1640	26
9501.1253	1635	11.5
32827.1624	1635	41
9384.6649	1632	37.5
16599.5592	1631	34
15383.5311	1627	35.5
9572.8145	1623	17.5
18432.5197	1616	44.5
12665.6679	1613	27
17189.7085	1613	37.5
7349.8872	1609	16.5
9411.8677	1605	21
20962.4179	1604	37
9374.1632	1602	37.5
12311.2167	1598	24.5
18885.2495	1596	38
18688.3549	1594	45.5
9195.7385	1592	34
11479.3286	1587	31.5
13904.4568	1575	19
10927.9644	1575	35
14051.8372	1573	31
9385.1621	1570	37.5
9443.1601	1567	11.5
12292.1832	1566	23.5
21983.8031	1565	35
41794.7668	1564	40
16077.5789	1562	16
24726.4946	1561	36
25905.0015	1560	43
13911.7794	1559	31.5
32979.2284	1556	41.5
18926.4051	1551	37.5
12679.8733	1549	22.5
21717.7631	1549	28
21845.9157	1548	33.5
32731.6769	1546	35
12031.8657	1545	30.5
15055.823	1543	30
19634.0462	1541	40
13893.5106	1538	32.5
18406.4521	1535	33.5
9657.9194	1532	17.5
9610.8216	1531	19.5
12308.1777	1531	23.5
21773.8165	1531	35
22598.7818	1525	31
18330.9585	1522	22
18444.4081	1522	34
16470.4008	1519	30
24124.6733	1518	31
25906.2818	1514	28
32751.6634	1514	33
9319.906	1513	37.5
8636.5875	1512	27.5
13821.5112	1512	31.5
33030.215	1512	41.5
9489.8262	1511	35.5
41896.7769	1511	40.5
19634.0508	1504	39.5
21979.7993	1503	34.5
22461.8518	1502	21.5
18882.2685	1501	37.5
14411.5031	1499	21
15116.8767	1499	36
12135.1372	1495	33
32240.6731	1494	43.5
12389.2776	1492	23
42941.8478	1492	33
18846.2459	1489	37.5
20823.867	1484	23.5
14452.5087	1482	21.5
17194.6022	1482	30
9602.9016	1478	35
11369.3761	1477	31
14198.4054	1475	38
44381.4498	1472	34.5
25904.4634	1469	43
10451.9183	1468	22
12296.2265	1468	24.5
18182.8692	1466	21
34127.0506	1465	28.5
16388.829	1463	32
47454.4199	1452	35.5
10451.4153	1451	22
10143.2728	1450	18.5
9657.9238	1448	18.5
15356.5296	1448	35
20046.1858	1447	26.5
24629.9771	1446	43
24115.471	1445	20
36001.9204	1435	27.5
18799.2948	1435	37
33061.2053	1433	41.5
18987.2547	1430	29.5
13750.5056	1430	33
20649.1377	1428	33.5
33972.8073	1428	41.5
5730.1656	1427	31.5
5479.9481	1419	17
10681.462	1416	12
12644.685	1414	28
8520.9647	1414	34
18742.9002	1413	27.5
14785.0146	1412	25
14129.8388	1412	31.5
15674.6785	1409	19
18732.3191	1405	39
9500.7376	1403	35
14251.7984	1402	22
25940.2755	1400	25
19346.576	1399	39.5
9291.9648	1397	11.5
19745.0386	1396	17.5
9344.6944	1395	39
10743.5106	1393	12
22684.7705	1392	31
27919.6255	1392	37
13531.8682	1390	27.5
12032.3617	1390	30.5
9522.0507	1382	11.5
32995.2136	1382	44.5
5731.666	1380	31.5
43657.7774	1378	35
34479.3656	1374	25
12001.0578	1370	38
25906.2738	1366	28.5
9979.0099	1366	30.5
9366.7996	1363	18.5
10924.887	1363	32.5
24145.4665	1359	20
22609.762	1359	31
13637.1167	1358	29.5
10939.8081	1357	12.5
13486.8797	1353	27.5
8521.4637	1348	34
11266.0619	1347	22
12279.242	1347	24.5
29794.6887	1347	30.5
16392.3127	1345	32
13470.9125	1344	27.5
22012.7987	1344	34.5
24096.6901	1342	31
35606.1137	1339	29
41879.791	1339	40
11089.791	1338	24.5
10411.9345	1335	22
9375.6699	1335	37.5
15357.4211	1332	23
14416.4408	1331	31.5
33696.1797	1331	36.5
14106.4385	1329	19.5
9345.1919	1329	39
18869.287	1326	38.5
24609.9785	1325	44
17171.695	1317	36
22371.9586	1316	23
22446.4928	1314	28.5
12357.1921	1313	24
9030.353	1308	18.5
10412.4359	1306	22
25926.2763	1302	26.5
32257.7221	1298	42
27650.5269	1295	37.5
8283.4921	1294	11.5
14403.8685	1293	28
24992.4655	1293	35.5
9427.8651	1288	19.5
22600.7327	1286	31.5
11740.0312	1283	12.5
18969.4477	1283	38
28640.5746	1282	32.5
12196.7092	1281	13.5
21022.7835	1281	21.5
8521.4683	1280	33.5
35686.1007	1275	29
32655.8006	1275	32
8103.6524	1274	20.5
14781.6668	1273	32.5
22760.3906	1272	32.5
20752.3611	1270	43.5
32729.6752	1265	36
34874.029	1265	44.5
10881.4989	1260	22.5
22421.9562	1258	23
17190.5923	1258	30.5
26380.4721	1256	40
23768.5394	1252	38.5
30922.749	1246	27.5
12315.7678	1245	15
8520.9657	1244	33.5
10822.4785	1241	12
18404.4504	1241	34
12587.6231	1239	27.5
11833.0095	1237	12
4022.1737	1235	27
13808.766	1235	31.5
32853.6083	1231	32.5
28057.575	1231	37
27558.0066	1230	32
31985.4031	1226	32
49097.3933	1226	40
15474.5556	1219	20
17063.8862	1216	34
10835.6944	1215	21.5
20806.8364	1211	22.5
25906.2796	1211	29
20845.3972	1211	36
25956.2591	1207	25
18770.9232	1206	28
14709.4607	1205	45.5
15836.8556	1204	25.5
9195.2387	1204	34
29198.4257	1204	43
35508.1416	1203	28.5
22471.9151	1202	23
18699.6675	1200	43.5
25626.2925	1197	29.5
27629.4931	1197	36
14646.7415	1196	25.5
11356.3724	1195	30
32843.6091	1194	32
13972.4212	1192	28.5
35526.135	1192	29
13043.8962	1192	33
13630.6773	1188	25.5
29198.3996	1188	43.5
6705.3075	1186	31.5
21811.898	1186	34
11820.0031	1185	12.5
18474.393	1185	34
42965.8583	1183	33.5
34965.5173	1183	38.5
32890.59	1181	31.5
34419.3682	1179	36.5
22601.7525	1176	32
21945.8741	1176	35.5
12353.1866	1175	23.5
15357.7435	1175	27
27603.5052	1175	37
9329.8582	1172	37.5
21910.0831	1171	29.5
21777.965	1170	23
15418.7296	1170	27
24109.6876	1170	31
18785.3306	1169	35
13653.138	1163	29
18589.9587	1163	30.5
11767.0557	1162	12.5
24629.9738	1158	43.5
12492.2141	1155	23
12343.7796	1154	14.5
39262.2482	1153	33.5
22631.6776	1152	30.5
5650.2002	1152	31.5
16968.99	1144	41.5
15937.4663	1140	25
34198.3103	1138	26.5
27529.0295	1134	32
21524.9613	1134	39
20903.8116	1132	24
14117.8414	1132	31.5
16841.7707	1130	34
7960.2526	1127	25
17906.1611	1127	33.5
21892.8868	1124	33
18506.4041	1123	34
12278.2076	1121	24
5649.7026	1119	31.5
18401.6072	1117	29.5
19014.4961	1115	37.5
8119.6349	1112	20.5
7859.8757	1108	25
13454.5094	1105	30.5
6237.5016	1105	37.5
25888.2617	1104	26.5
13921.8787	1103	32.5
21633.8959	1102	22.5
8594.3726	1102	37
6282.4314	1100	24
36036.8771	1100	28.5
9979.0017	1100	31
9602.9103	1100	34
33262.3677	1100	43
18708.3363	1098	40
19346.5808	1095	39
5447.9578	1094	17.5
14216.7561	1094	22
20956.766	1090	22
16852.5747	1088	37
18614.5022	1085	38
12454.5823	1082	23.5
5695.0007	1081	17.5
15414.7314	1081	26.5
11952.3944	1081	31
22027.8024	1079	34.5
25139.8615	1076	25.5
7959.7473	1074	25
9500.1311	1072	11
22684.7701	1072	31.5
30991.6867	1069	28
11363.8215	1069	29
16499.107	1069	41.5
4700.5965	1068	11.5
36526.0923	1067	40.5
12314.2288	1066	25
8594.86	1066	37
14589.7144	1065	26.5
10728.2553	1065	42
22563.666	1064	31
17269.3031	1064	42
10336.3656	1060	20.5
33697.119	1060	36
4672.642	1057	37.5
15474.5537	1055	19.5
11340.325	1054	32.5
10891.3777	1054	35
25986.2473	1051	26.5
18415.5238	1050	43.5
9689.0146	1048	18.5
18447.5218	1047	43.5
17191.7466	1045	38.5
15287.6938	1044	27
15392.0881	1044	31.5
10937.8915	1043	31.5
25451.0129	1042	25.5
22682.9692	1041	21.5
19014.4916	1038	38
9457.0997	1037	11.5
15390.0783	1034	30
21789.2027	1034	38
20046.1944	1030	26
4478.0608	1030	28
17980.4892	1030	28
16498.6252	1030	41.5
11017.9999	1029	27.5
27646.5231	1029	36
25867.9645	1028	42
32996.2262	1028	42.5
4869.5382	1024	16
21830.9162	1023	43.5
14667.7259	1022	26
18989.4642	1022	37.5
20906.9046	1020	40
5866.1281	1019	13.5
11256.8711	1018	21
4744.4209	1018	34.5
10879.986	1017	22.5
42922.6328	1017	37
18659.3246	1017	38.5
25161.9319	1015	25.5
22005.8064	1015	35
13963.5345	1014	32.5
29520.3948	1011	32.5
10452.677	1011	36
21727.7923	1008	28
11447.3494	1007	31.5
20919.7926	1004	21.5
4477.3892	1003	28
11501.3242	1003	31.5
10137.4176	1001	22
27533.0191	1001	31.5
34198.2981	1000	27
18449.5247	1000	43
