Expt'l Mr (Da)	I	RT
16336.3539	2019	32.5
13803.5239	2016	32
17284.4887	2014	17
15359.5443	2013	35
22471.9345	2012	23
20869.8329	2003	22
18732.3428	2002	38
41811.8818	1998	44
17808.1304	1994	14.5
17580.1062	1992	26
10881.6393	1986	45.5
23983.7604	1985	35.5
7825.3311	1981	20
20907.4375	1980	41
24429.7881	1978	25
33942.1605	1971	37.5
16336.8524	1970	32.5
17239.6976	1963	25
25096.3475	1961	25.5
21828.9447	1956	40
21828.9484	1956	44.5
22463.517	1953	30.5
29696.9008	1950	39.5
22321.142	1945	31.5
15718.7666	1943	25.5
12953.1487	1943	26.5
29845.9991	1943	27.5
24001.4437	1941	36
12952.6562	1940	26.5
8705.6973	1939	21
21967.8357	1937	34.5
42189.1194	1933	40
9345.1973	1931	38
41653.727	1931	39
24280.8183	1925	24.5
20374.0138	1916	20.5
32729.7254	1914	38.5
18497.4975	1912	43.5
35140.2276	1906	43
24296.8012	1900	24.5
32902.622	1897	32.5
5463.9566	1896	17
13237.006	1895	13.5
35766.0775	1884	29
18699.7019	1884	43.5
17233.5363	1881	17
26678.2292	1879	21.5
30131.8343	1877	38
13432.9465	1875	28
17239.1986	1872	25
24145.5033	1871	19.5
47232.2827	1869	36.5
15698.697	1863	19.5
25071.255	1857	26
24610.0177	1857	44.5
27782.6	1855	35.5
13412.5068	1853	31
49214.9477	1852	43
31001.759	1845	27.5
10927.9668	1844	35
33064.6032	1843	32.5
13158.0358	1840	14
10880.5029	1839	23
34513.3625	1831	25
32781.6698	1825	32.5
24063.7289	1824	34
18483.9884	1823	19
29922.0458	1820	30.5
7206.2725	1818	21.5
18784.3361	1810	35
24444.3941	1808	25.5
41813.8853	1801	44.5
47311.4093	1799	35
7205.7712	1795	21.5
11223.2658	1795	28.5
21828.9382	1794	45
20824.8724	1790	24
25451.061	1789	25.5
28808.2579	1788	34.5
20003.1402	1786	18
35508.1781	1784	28
12305.513	1781	43.5
25868.9885	1778	42.5
23300.058	1777	30.5
7828.3566	1776	19.5
30082.9746	1776	30.5
15736.7542	1773	25
25224.94	1770	26
21791.983	1765	23
26521.7152	1762	38.5
13906.7991	1760	28.5
25846.2883	1757	26.5
37454.1815	1756	36
10297.5987	1753	27.5
24506.8897	1753	28
29922.0467	1752	30
16077.5735	1747	16.5
14007.9083	1745	32
7880.7021	1741	38.5
35933.0022	1737	29
27292.788	1737	39.5
37148.9021	1735	34
22389.9771	1733	24.5
35900.3622	1730	35
18422.0121	1728	20
4664.6409	1728	31
17722.9759	1727	14.5
22189.2434	1727	34
12004.3791	1726	30.5
8540.3192	1723	27
39436.2697	1718	36
18219.9316	1716	18.5
38505.8202	1714	36
8520.9638	1712	34
20402.1242	1710	36.5
8595.3694	1708	36.5
24710.0059	1707	43.5
13796.5241	1701	28.5
16132.495	1701	30.5
12306.011	1698	43.5
11274.2568	1697	30
31093.7373	1696	35.5
25868.4951	1693	42.5
18448.5459	1692	43
30937.7677	1689	27
34373.4875	1689	31.5
21343.7184	1682	23
24062.7303	1682	33.5
21244.7221	1681	22.5
21015.3602	1678	36
12952.2417	1678	41
34874.0761	1678	44.5
17823.1532	1676	14
41043.4524	1676	36
24923.1563	1676	43
10297.9372	1674	27.5
11195.5001	1673	23.5
21828.9441	1673	45.5
13938.3037	1672	40
17840.1542	1668	14.5
17207.7077	1665	36.5
18415.554	1665	43.5
13291.7056	1663	33
10297.2566	1662	27.5
32956.2042	1660	42
11195.0036	1656	23.5
25842.3504	1656	24.5
33030.6187	1654	33
5695.0034	1650	18
26289.5445	1650	37
35686.1197	1646	29
11273.7568	1646	30
22629.5223	1646	30.5
30665.5505	1645	34.5
34212.338	1643	27
7173.7877	1643	42
13291.2077	1640	33
33068.597	1638	33
26289.5624	1637	37.5
46615.6884	1635	37.5
41616.7427	1635	39.5
8621.0907	1634	25.5
41951.809	1627	40.5
11223.7694	1626	28.5
32996.2629	1618	44.5
8521.4668	1617	34
26662.3615	1615	33.5
34479.3908	1614	26
25958.2571	1612	26
35960.0016	1606	29
10297.5931	1605	28
25071.9624	1603	36.5
42009.9327	1603	39.5
43316.194	1601	35.5
25103.0736	1599	26
24210.7677	1597	24.5
25158.1161	1595	25.5
12343.7782	1594	15
21658.5834	1594	36
25171.6833	1592	26
21954.1103	1592	30
23276.8993	1592	30.5
18698.7042	1589	44
18497.5089	1588	44
6456.8445	1587	25.5
10936.8916	1587	32
15780.7419	1584	25
35606.1527	1584	29
12952.7548	1581	41
21022.801	1579	21.5
34595.3441	1578	25
25137.9075	1578	25.5
10297.2672	1578	28
8539.8242	1576	27
32951.5621	1575	30.5
33029.2539	1574	41.5
9402.1831	1573	11.5
20841.0834	1567	20.5
36111.906	1567	29
24136.6891	1564	31
21904.8686	1559	22.5
32920.6122	1559	31.5
25015.9186	1557	25.5
23902.7989	1553	30
10937.2282	1553	31.5
31987.3467	1552	32
10936.5554	1550	31.5
11216.7171	1549	30
35945.9945	1547	27.5
33039.2369	1547	42.5
22190.2388	1535	29.5
21280.7136	1533	22.5
16983.0414	1531	23
17922.104	1529	14.5
10296.9329	1528	28
16365.8534	1527	33
32902.6219	1526	32
28033.8155	1526	39
15718.659	1525	19
25072.4547	1525	36.5
24187.6826	1521	31
43657.8247	1521	34.5
6456.6006	1518	25.5
17762.5911	1518	28.5
22422.9769	1514	23
17802.5776	1513	28.5
18422.0147	1510	18.5
16982.0364	1510	22.5
25016.8894	1509	26
10999.7544	1507	42
33079.2248	1504	41.5
20925.3637	1503	36.5
13938.6319	1501	40
13841.5136	1500	32
40284.8593	1499	34
43023.8269	1495	33.5
39816.0338	1495	37
10999.4339	1495	42
24652.9925	1494	43
24672.9831	1493	43.5
35457.8699	1490	26.5
17763.1011	1489	28.5
30114.7689	1489	37.5
47241.2587	1488	31
33029.2514	1488	42
26055.2561	1486	26
41723.7752	1485	36
38461.4264	1483	29.5
25905.3095	1478	30
20701.1296	1474	20.5
10999.0892	1474	42
23288.5446	1472	30.5
34180.3111	1471	27
18446.5473	1471	43.5
41022.3752	1469	36
22629.4717	1468	30
17141.6066	1467	27
18438.0087	1464	18.5
30921.764	1462	27.5
20903.8358	1458	24
27527.0415	1458	32.5
43659.8222	1458	35
10348.1894	1453	41
41813.8629	1453	45
25109.8824	1451	25.5
26043.2431	1450	26
20593.4303	1448	23
12021.8779	1447	30.5
20631.1642	1445	34
7824.8322	1444	20
34212.337	1444	26.5
32712.696	1444	33
30031.8091	1442	37
34894.0782	1442	43
35190.8993	1438	36.5
10936.5599	1434	32
25906.0532	1434	43.5
14181.5718	1433	42.5
30030.8279	1431	38.5
20735.137	1430	20.5
16365.3542	1429	33
25903.4879	1428	43.5
21828.9465	1426	44
41667.8181	1425	40.5
24618.0802	1419	23.5
8873.7967	1419	29.5
6476.8507	1418	26
33293.3936	1417	42
41843.8684	1416	41.5
34482.3572	1415	24.5
41655.7558	1412	22.5
25769.457	1412	42
31916.275	1411	32
34672.3156	1410	24.5
18731.7153	1409	44
21829.9308	1406	22.5
41926.8339	1405	40
24003.7553	1403	31.5
12364.2599	1400	36
13937.9612	1399	40
24015.7589	1397	30
16352.8429	1396	32.5
11217.2185	1385	30
18351.9811	1382	19.5
35992.9768	1381	28
20923.4323	1381	40
49169.9443	1381	40.5
30940.7456	1380	27.5
25142.3017	1380	43
6890.2781	1379	32.5
47454.4925	1379	36
5447.9575	1375	18
24118.6976	1375	30.5
21828.9389	1375	40.5
17941.0915	1374	40.5
24923.1677	1374	43.5
13368.4897	1370	31
12952.9951	1367	41
31877.6318	1366	32
15977.0817	1363	21
35667.5438	1363	36
29841.21	1359	24.5
42966.8658	1358	34
34988.5246	1358	38
16510.6265	1357	42
20765.937	1356	23.5
10698.66	1355	25
25223.9611	1355	25.5
47242.3062	1354	30.5
18520.9537	1348	19
27346.9512	1342	34.5
35526.1903	1341	29
17803.0808	1340	28.5
12942.6642	1339	26
32979.2782	1339	42.5
35962.1246	1338	30
42991.8558	1337	33
25888.304	1336	25
25361.4933	1335	35.5
22793.0101	1335	36.5
18509.0025	1334	30.5
25156.2018	1332	26
17063.8973	1329	34
46836.2917	1328	37.5
10439.0607	1325	14.5
16269.8459	1325	20
23930.7821	1325	30.5
7206.2717	1322	22
33831.9805	1320	24.5
32729.6994	1318	39.5
41968.8238	1318	40.5
9618.4277	1317	36
31935.8204	1316	32
16381.844	1315	31.5
20221.9004	1315	34.5
41833.8639	1314	41
35766.0823	1313	28.5
16973.9483	1312	41.5
17766.5948	1311	29.5
12020.3801	1311	30.5
11992.3814	1311	31.5
28787.2643	1311	33
35508.1764	1310	28.5
33031.6198	1310	32.5
47313.433	1310	34.5
17246.322	1309	42
42080.9561	1308	40.5
20630.1599	1305	33.5
20223.925	1305	35
22247.3017	1304	23
31904.7141	1304	32
21361.6801	1303	23
12005.3804	1303	31
16375.3489	1303	31.5
15397.5398	1303	35.5
32241.7421	1303	43.5
35914.9711	1301	27.5
41864.8302	1300	39.5
29759.2292	1298	24
23718.4417	1298	25
20646.4166	1298	36.5
32729.7175	1295	39
8874.3095	1294	29.5
8608.4843	1293	26
41341.496	1293	38
25904.4783	1288	44
17119.6232	1287	27
6684.7445	1284	30.5
18415.55	1282	44
10001.0936	1277	22
10871.4907	1275	23
24398.4246	1275	25.5
31890.1992	1275	32
13291.7086	1275	33.5
17717.7696	1271	29.5
27648.1072	1270	32.5
15684.6049	1269	20
23229.9777	1268	30.5
15747.5823	1266	20
16351.3598	1266	32.5
27852.2199	1262	34
16388.8347	1261	32.5
7841.8511	1260	23
25967.2588	1260	26.5
20948.3561	1259	36
36053.9031	1256	29.5
32387.7661	1255	29.5
19753.0362	1255	37
34150.094	1254	29
39263.2782	1254	33
10936.89	1253	31.5
10375.4574	1252	24
36030.9306	1251	27.5
10442.2113	1251	36
12196.7127	1242	13.5
41723.7768	1242	36.5
7283.9424	1238	32.5
17942.8287	1235	17
21303.71	1229	23
41391.4962	1229	37.5
11991.8862	1228	31.5
23259.71	1227	31
16431.8193	1227	32
20922.9329	1226	40
42697.021	1225	31
21819.9568	1224	23
34657.3276	1224	24
7841.3468	1222	23
12966.6528	1221	25.5
40809.2348	1220	36
13158.9413	1219	18.5
10894.443	1218	34.5
17941.5848	1218	40.5
12927.1547	1216	25.5
49238.0239	1215	43
25826.3409	1212	28
21658.0727	1211	36
17002.1247	1210	26
35588.1452	1208	28.5
20247.1844	1206	33
23348.1062	1205	30.5
21761.9977	1204	24
21107.7514	1202	22.5
33972.8307	1202	41.5
41812.8639	1201	45.5
10374.956	1199	24
32236.7393	1198	40
12315.7735	1197	15
48113.2282	1193	26
41440.46	1192	38
15010.7449	1192	39.5
18731.7133	1191	43.5
18484.9885	1190	19.5
16975.4215	1189	41.5
17179.9545	1188	41
8202.6877	1187	31.5
14301.0239	1185	43.5
47378.4817	1184	31
23982.7564	1184	36.5
22477.4328	1183	21
40372.8106	1183	31
28638.5943	1182	32.5
32772.6772	1182	33
20226.4213	1180	35
36045.9332	1176	28
47475.4825	1174	34.5
24895.1525	1173	43
17330.1655	1171	24.5
28504.6909	1170	29.5
34180.3244	1166	26.5
43702.6145	1165	32.5
36657.8631	1164	21.5
16593.4666	1164	35
40808.2505	1163	36.5
24079.7174	1162	30
16388.3309	1162	31.5
27852.2227	1162	33.5
32065.3644	1161	31.5
6889.7756	1161	32.5
25503.4463	1159	28.5
42522.3935	1158	23
31982.4819	1153	32.5
15977.084	1147	20.5
23333.7457	1147	30.5
36860.0629	1147	44
42537.2517	1147	44
16303.992	1145	28
5666.6132	1145	41.5
21461.8676	1144	37
12364.2603	1143	36.5
41404.4839	1143	38
21827.917	1139	34
13840.5149	1138	32.5
22841.3068	1137	37
29820.2012	1133	25
9176.9713	1131	21.5
12968.1621	1131	25.5
10910.2357	1131	31.5
24046.738	1131	31.5
10910.5791	1130	31.5
31014.7077	1128	27.5
18761.7411	1128	42.5
18456.9898	1126	19.5
41041.4389	1126	36.5
38461.4461	1125	30
20914.798	1121	21.5
14026.8958	1121	31.5
25054.8764	1116	25.5
25122.4694	1114	26
24046.7418	1113	30
9211.5203	1112	19.5
15671.6763	1111	19.5
30696.8833	1109	29.5
30147.7925	1109	37.5
8609.1283	1107	26
20046.1991	1106	26.5
10927.9702	1106	34.5
13291.2056	1105	33.5
41418.4965	1105	37.5
11859.7311	1103	25.5
17110.6474	1102	27
28000.7404	1102	31
42922.8687	1102	34
24136.699	1101	30.5
22434.4442	1097	30.5
27564.0724	1097	32.5
32901.263	1097	38.5
20991.7548	1096	22
17179.623	1096	41
25687.5082	1095	28.5
25190.0651	1094	26
40374.8861	1094	30.5
11386.528	1094	36.5
17264.5194	1092	17.5
20685.7012	1090	23.5
25503.4455	1088	29
23229.9933	1087	31
41553.6868	1086	37
12933.9904	1085	41
25904.0262	1085	44
11859.2243	1083	25.5
28805.2525	1083	34
10442.7021	1083	36
21133.6938	1082	22.5
17328.6634	1082	24.5
24726.5189	1082	37
24237.3413	1081	26.5
16510.6322	1081	41.5
16593.9425	1080	35
17246.3429	1080	42.5
32114.6089	1078	30
41803.6156	1077	22.5
11267.2363	1077	30
6883.2685	1075	32
12364.7609	1075	36
42522.3683	1072	22.5
6882.2682	1071	32.5
17299.4531	1064	17
18520.9526	1064	19.5
25971.2878	1062	25
12572.6662	1061	18.5
46585.6711	1060	37.5
37377.7334	1059	38
9510.8609	1058	18
35932.009	1058	29.5
6685.2476	1058	30.5
25110.8506	1057	26
5667.1146	1057	41.5
34167.275	1056	27
6882.7679	1056	32.5
32997.2465	1056	45
17367.4505	1055	17
25124.402	1055	25.5
32696.6751	1055	31.5
25071.9588	1054	37
28180.7406	1053	31.5
5713.3202	1052	22.5
12903.1656	1051	25.5
12014.3913	1050	31
22600.4613	1048	30
23983.7693	1048	36
49225.9891	1047	43.5
11976.3623	1046	31
33001.4457	1046	38
24630.0116	1043	44
12193.4214	1042	24.5
24256.3584	1042	26
15639.7164	1041	19
20185.9409	1041	20.5
12045.3694	1041	30.5
27552.0279	1041	32
41925.8234	1041	40.5
32152.4771	1040	29.5
24001.4521	1040	35.5
32856.6643	1039	33
24672.9763	1039	43
17226.519	1038	17
20873.8349	1038	21.5
13216.4129	1035	21
6358.1897	1035	40.5
15304.5009	1034	36.5
29376.1602	1031	40
17763.096	1028	28
7086.6158	1027	23
26626.376	1027	33.5
25163.1949	1027	35.5
31955.3784	1025	32.5
23383.3023	1024	23
21006.7672	1023	22
10138.293	1023	32.5
20961.4147	1023	37.5
14071.872	1022	31.5
43661.8193	1022	35.5
23604.6403	1022	36.5
18219.9326	1021	18
22679.4781	1021	33
20679.7473	1021	38
7086.9521	1020	23
22534.4975	1019	30.5
17943.8214	1018	17.5
28194.8945	1018	42
17296.6926	1015	24.5
31866.1184	1015	32
23604.1462	1014	36.5
32729.7214	1014	40
20428.5105	1012	34.5
12913.1607	1010	26.5
35882.1655	1010	41.5
18687.437	1009	39
30541.0666	1008	35
23983.754	1007	37
21828.9481	1007	42.5
15679.6695	1006	19.5
21828.9421	1006	43
12926.6621	1005	25.5
5872.9666	1005	29.5
13796.5252	1005	31.5
27523.0559	1005	32
37513.9145	1005	38
20777.1523	1004	19.5
24083.7064	1004	31.5
20840.8526	1002	21.5
30708.8859	1001	23
29778.1921	1001	24
21960.8399	1000	35
